,address,type,datetime,latitude,longitude,report_location,incident_number
166,740 Belmont Pl E,Aid Response,2026-02-11T01:20:00.000,47.625703,-122.324282,"{'type': 'Point', 'coordinates': [-122.324282, 47.625703]}",F260019653
167,2209 1st Ave,Auto Fire Alarm,2026-02-11T01:17:00.000,47.612669,-122.345319,"{'type': 'Point', 'coordinates': [-122.345319, 47.612669]}",F260019651
168,1000 8th Ave,Auto Fire Alarm,2026-02-11T01:17:00.000,47.607945,-122.328471,"{'type': 'Point', 'coordinates': [-122.328471, 47.607945]}",F260019652
169,3rd Ave S / S Washington St,Aid Response,2026-02-11T01:14:00.000,47.600877,-122.330268,"{'type': 'Point', 'coordinates': [-122.330268, 47.600877]}",F260019650
170,4th Ave N / Nickerson St,Aid Response,2026-02-11T01:00:00.000,47.646147,-122.349741,"{'type': 'Point', 'coordinates': [-122.349741, 47.646147]}",F260019646
171,Lake City Way Ne / Ne 145th St,MVI - Motor Vehicle Incident,2026-02-11T00:58:00.000,47.733753,-122.292433,"{'type': 'Point', 'coordinates': [-122.292433, 47.733753]}",F260019645
172,5th Ave S / S Weller St,Aid Response,2026-02-11T00:57:00.000,47.597517,-122.327675,"{'type': 'Point', 'coordinates': [-122.327675, 47.597517]}",F260019644
173,116 Stewart St,Medic Response,2026-02-11T00:54:00.000,47.610387,-122.341198,"{'type': 'Point', 'coordinates': [-122.341198, 47.610387]}",F260019642
174,3rd Ave S / S Main St,Aid Response,2026-02-11T00:54:00.000,47.599991,-122.330342,"{'type': 'Point', 'coordinates': [-122.330342, 47.599991]}",F260019641
175,3540 Ne 110th St,Aid Response,2026-02-11T00:53:00.000,47.708356,-122.289374,"{'type': 'Point', 'coordinates': [-122.289374, 47.708356]}",F260019640
176,600 N 130th St,Auto Fire Alarm,2026-02-11T00:49:00.000,47.723223,-122.351624,"{'type': 'Point', 'coordinates': [-122.351624, 47.723223]}",F260019639
177,3925 Sw Dawson St,Aid Response,2026-02-11T00:35:00.000,47.555634,-122.381856,"{'type': 'Point', 'coordinates': [-122.381856, 47.555634]}",F260019637
178,9009 Greenwood Ave N,Hang-Up- Aid,2026-02-11T00:34:00.000,47.69429,-122.35534,"{'type': 'Point', 'coordinates': [-122.35534, 47.69429]}",F260019636
179,1018 S Henderson St,Aid Response,2026-02-11T00:29:00.000,47.523057,-122.320093,"{'type': 'Point', 'coordinates': [-122.320093, 47.523057]}",F260019635
180,4525 Ne Tulane Pl,Aid Response Yellow,2026-02-11T00:19:00.000,47.670049,-122.279073,"{'type': 'Point', 'coordinates': [-122.279073, 47.670049]}",F260019633
181,12515 35th Ave Ne,Medic Response,2026-02-11T00:11:00.000,47.719433,-122.290769,"{'type': 'Point', 'coordinates': [-122.290769, 47.719433]}",F260019632
182,2445 Nw 57th St,Aid Response,2026-02-11T00:04:00.000,47.670187,-122.388155,"{'type': 'Point', 'coordinates': [-122.388155, 47.670187]}",F260019631
183,2030 3rd Ave,Medic Response,2026-02-11T00:01:00.000,47.612626,-122.341277,"{'type': 'Point', 'coordinates': [-122.341277, 47.612626]}",F260019630
184,710 Cherry St,Medic Response,2026-02-10T23:56:00.000,47.605387,-122.327511,"{'type': 'Point', 'coordinates': [-122.327511, 47.605387]}",F260019627
185,117 S Washington St,Aid Response,2026-02-10T23:55:00.000,47.600882,-122.333504,"{'type': 'Point', 'coordinates': [-122.333504, 47.600882]}",F260019626
186,1200 12TH AVE S,Auto Fire Alarm,2026-02-10T23:32:00.000,47.592108,-122.317281,"{'type': 'Point', 'coordinates': [-122.317281, 47.592108]}",F260019625
187,935 Golf Dr S,Alarm Bell,2026-02-10T23:31:00.000,47.59407,-122.316226,"{'type': 'Point', 'coordinates': [-122.316226, 47.59407]}",F260019623
188,12505 Greenwood Ave N,Aid Response,2026-02-10T23:29:00.000,47.719638,-122.355539,"{'type': 'Point', 'coordinates': [-122.355539, 47.719638]}",F260019622
189,610 TERRY AVE,Aid Response,2026-02-10T23:24:00.000,47.606084,-122.323701,"{'type': 'Point', 'coordinates': [-122.323701, 47.606084]}",F260019621
190,4715 25th Ave Ne,Auto Fire Alarm,2026-02-10T23:22:00.000,47.663345,-122.300889,"{'type': 'Point', 'coordinates': [-122.300889, 47.663345]}",F260019620
191,4322 7th Ave Ne,Natural Gas Odor,2026-02-10T23:20:00.000,47.659707,-122.320836,"{'type': 'Point', 'coordinates': [-122.320836, 47.659707]}",F260019619
192,809 Nob Hill Ave N,Medic Response,2026-02-10T23:16:00.000,47.626363,-122.350167,"{'type': 'Point', 'coordinates': [-122.350167, 47.626363]}",F260019617
193,500 5th Ave,Aid Response,2026-02-10T23:14:00.000,47.602985,-122.328535,"{'type': 'Point', 'coordinates': [-122.328535, 47.602985]}",F260019615
194,5th Ave / Pine St,Dumpster Fire,2026-02-10T23:10:00.000,47.611672,-122.336484,"{'type': 'Point', 'coordinates': [-122.336484, 47.611672]}",F260019612
195,817 26th Ave S,Medic Response,2026-02-10T23:02:00.000,47.59538,-122.29906,"{'type': 'Point', 'coordinates': [-122.29906, 47.59538]}",F260019611
196,5900 49th Ave Sw,Aid Response,2026-02-10T22:58:00.000,47.550291,-122.395098,"{'type': 'Point', 'coordinates': [-122.395098, 47.550291]}",F260019610
197,Cherry St / 5th Ave,Medic Response,2026-02-10T22:56:00.000,47.604413,-122.329842,"{'type': 'Point', 'coordinates': [-122.329842, 47.604413]}",F260019608
198,6901 Martin Luther King Jr Way S,Aid Response,2026-02-10T22:49:00.000,47.540684,-122.283048,"{'type': 'Point', 'coordinates': [-122.283048, 47.540684]}",F260019606
199,Sand Point Way Ne / Ne 65th St,Aid Response,2026-02-10T22:48:00.000,47.675722,-122.263545,"{'type': 'Point', 'coordinates': [-122.263545, 47.675722]}",F260019605
200,800 E Denny Way,Aid Response,2026-02-10T22:48:00.000,47.618733,-122.322187,"{'type': 'Point', 'coordinates': [-122.322187, 47.618733]}",F260019604
201,2220 34th Ave S,Medic Response- 7 per Rule,2026-02-10T22:45:00.000,47.583386,-122.289786,"{'type': 'Point', 'coordinates': [-122.289786, 47.583386]}",F260019602
202,2824 Rainier Ave S,Aid Response,2026-02-10T22:44:00.000,47.578148,-122.297997,"{'type': 'Point', 'coordinates': [-122.297997, 47.578148]}",F260019603
203,223 Yesler Way,Rubbish Fire,2026-02-10T22:38:00.000,47.601718,-122.331581,"{'type': 'Point', 'coordinates': [-122.331581, 47.601718]}",F260019601
204,2720 S Hanford St,Aid Response,2026-02-10T22:33:00.000,47.575081,-122.297944,"{'type': 'Point', 'coordinates': [-122.297944, 47.575081]}",F260019600
205,2554 29th Ave S,Medic Response,2026-02-10T22:15:00.000,47.579889,-122.295179,"{'type': 'Point', 'coordinates': [-122.295179, 47.579889]}",F260019598
206,14115 Aurora Ave N,Aid Response,2026-02-10T22:08:00.000,47.731129,-122.345064,"{'type': 'Point', 'coordinates': [-122.345064, 47.731129]}",F260019597
207,4543 18th Ave Ne,Auto Fire Alarm,2026-02-10T21:59:00.000,47.661639,-122.308377,"{'type': 'Point', 'coordinates': [-122.308377, 47.661639]}",F260019595
208,6th Ave S / S Holgate St,Illegal Burn,2026-02-10T21:53:00.000,47.586175,-122.325975,"{'type': 'Point', 'coordinates': [-122.325975, 47.586175]}",F260019594
209,1342 12th Ave S,Illegal Burn,2026-02-10T21:52:00.000,47.591211,-122.317281,"{'type': 'Point', 'coordinates': [-122.317281, 47.591211]}",F260019593
210,1765 22nd Ave S,Rescue Elevator,2026-02-10T21:40:00.000,47.587474,-122.303859,"{'type': 'Point', 'coordinates': [-122.303859, 47.587474]}",F260019590
211,116 Fairview Ave N,Aid Response,2026-02-10T21:40:00.000,47.618693,-122.334256,"{'type': 'Point', 'coordinates': [-122.334256, 47.618693]}",F260019589
212,4737 26th Ave Sw,Medic Response,2026-02-10T21:38:00.000,47.560765,-122.365494,"{'type': 'Point', 'coordinates': [-122.365494, 47.560765]}",F260019588
213,715 Mcgilvra Blvd E,Automatic Fire Alarm Resd,2026-02-10T21:35:00.000,47.625903,-122.28376,"{'type': 'Point', 'coordinates': [-122.28376, 47.625903]}",F260019587
214,2225 4th Ave,Aid Response,2026-02-10T21:30:00.000,47.614788,-122.342952,"{'type': 'Point', 'coordinates': [-122.342952, 47.614788]}",F260019584
215,936 Sw Holden St,Natural Gas Odor,2026-02-10T21:27:00.000,47.534069,-122.34746,"{'type': 'Point', 'coordinates': [-122.34746, 47.534069]}",F260019582
216,1001 Minor Ave,Aid Response,2026-02-10T21:18:00.000,47.609802,-122.324029,"{'type': 'Point', 'coordinates': [-122.324029, 47.609802]}",F260019581
217,2810 S Mcclellan St,Auto Alarm 1 + 1 + 1,2026-02-10T21:13:00.000,47.578347,-122.296085,"{'type': 'Point', 'coordinates': [-122.296085, 47.578347]}",F260019580
218,1132 N 128th St,Aid Response,2026-02-10T21:08:00.000,47.722281,-122.344531,"{'type': 'Point', 'coordinates': [-122.344531, 47.722281]}",F260019579
219,600 5th Ave W,Aid Response,2026-02-10T21:02:00.000,47.624607,-122.36324,"{'type': 'Point', 'coordinates': [-122.36324, 47.624607]}",F260019577
220,7041 16th Ave Nw,Aid Response,2026-02-10T20:56:00.000,47.679768,-122.377845,"{'type': 'Point', 'coordinates': [-122.377845, 47.679768]}",F260019574
221,223 W Galer St,Aid Response,2026-02-10T20:54:00.000,47.632321,-122.359809,"{'type': 'Point', 'coordinates': [-122.359809, 47.632321]}",F260019573
222,E John St / Broadway E,Aid Response,2026-02-10T20:53:00.000,47.619908,-122.320873,"{'type': 'Point', 'coordinates': [-122.320873, 47.619908]}",F260019572
223,1400 S Lane St,Medic Response,2026-02-10T20:51:00.000,47.596654,-122.314056,"{'type': 'Point', 'coordinates': [-122.314056, 47.596654]}",F260019570
224,1911 Aurora Ave N,Medic Response- Overdose,2026-02-10T20:51:00.000,47.640453,-122.346334,"{'type': 'Point', 'coordinates': [-122.346334, 47.640453]}",F260019571
225,4020 Ne 55th St,Auto Fire Alarm,2026-02-10T20:49:00.000,47.668509,-122.284643,"{'type': 'Point', 'coordinates': [-122.284643, 47.668509]}",F260019568
226,107 Pine St,Medic Response,2026-02-10T20:48:00.000,47.609848,-122.340842,"{'type': 'Point', 'coordinates': [-122.340842, 47.609848]}",F260019569
227,Greenwood Ave N / N 130th St,Aid Response,2026-02-10T20:43:00.000,47.723234,-122.355547,"{'type': 'Point', 'coordinates': [-122.355547, 47.723234]}",F260019567
228,3618 Sw Alaska St,Aid Response,2026-02-10T20:40:00.000,47.561072,-122.377682,"{'type': 'Point', 'coordinates': [-122.377682, 47.561072]}",F260019566
229,2824 RAINIER AVE S,Aid Response,2026-02-10T20:33:00.000,47.578148,-122.297997,"{'type': 'Point', 'coordinates': [-122.297997, 47.578148]}",F260019564
230,Corson Ave S / S Bailey St,Medic Response,2026-02-10T20:33:00.000,47.547503,-122.321439,"{'type': 'Point', 'coordinates': [-122.321439, 47.547503]}",F260019563
231,12214 1st Ave Ne,Automatic Fire Alarm Resd,2026-02-10T20:31:00.000,47.717277,-122.328865,"{'type': 'Point', 'coordinates': [-122.328865, 47.717277]}",F260019561
232,Lake City Way Ne / Ne 125th St,Rubbish Fire,2026-02-10T20:31:00.000,47.719279,-122.295233,"{'type': 'Point', 'coordinates': [-122.295233, 47.719279]}",F260019562
233,2626 15th Ave W,Alarm Bell,2026-02-10T20:30:00.000,47.643175,-122.376171,"{'type': 'Point', 'coordinates': [-122.376171, 47.643175]}",F260019560
234,1118 Alki Ave Sw,Aid Response,2026-02-10T20:27:00.000,47.595164,-122.38586,"{'type': 'Point', 'coordinates': [-122.38586, 47.595164]}",F260019559
235,2nd Ave / Pike St,Aid Response,2026-02-10T20:24:00.000,47.609285,-122.338904,"{'type': 'Point', 'coordinates': [-122.338904, 47.609285]}",F260019557
236,10600 1st Ave Ne,Aid Response,2026-02-10T20:24:00.000,47.705904,-122.328571,"{'type': 'Point', 'coordinates': [-122.328571, 47.705904]}",F260019558
237,100 Crockett St,Aid Response,2026-02-10T20:23:00.000,47.637416,-122.355598,"{'type': 'Point', 'coordinates': [-122.355598, 47.637416]}",F260019556
238,AURORA AVE N / RAYE ST,Brush Fire,2026-02-10T20:14:00.000,47.643008,-122.347228,"{'type': 'Point', 'coordinates': [-122.347228, 47.643008]}",F260019555
239,7905 14th Ave Sw,Chimney Fire,2026-02-10T20:06:00.000,47.531841,-122.352771,"{'type': 'Point', 'coordinates': [-122.352771, 47.531841]}",F260019552
240,1107 E Madison St,Medic Response,2026-02-10T20:05:00.000,47.612309,-122.318031,"{'type': 'Point', 'coordinates': [-122.318031, 47.612309]}",F260019551
241,937 N 96th St,Aid Response,2026-02-10T20:03:00.000,47.698721,-122.34681,"{'type': 'Point', 'coordinates': [-122.34681, 47.698721]}",F260019550
242,2215 1st Ave,Aid Response,2026-02-10T20:01:00.000,47.612716,-122.345399,"{'type': 'Point', 'coordinates': [-122.345399, 47.612716]}",F260019549
243,4560 34th Ave S,Aid Response,2026-02-10T19:59:00.000,47.562194,-122.289911,"{'type': 'Point', 'coordinates': [-122.289911, 47.562194]}",F260019548
244,3716 Ne 75th St,Aid Response,2026-02-10T19:59:00.000,47.683046,-122.288274,"{'type': 'Point', 'coordinates': [-122.288274, 47.683046]}",F260019547
245,2121 Sw Cambridge St,Aid Response,2026-02-10T19:58:00.000,47.519195,-122.360759,"{'type': 'Point', 'coordinates': [-122.360759, 47.519195]}",F260019546
246,1007 32nd Ave E,Aid Response,2026-02-10T19:58:00.000,47.627532,-122.290913,"{'type': 'Point', 'coordinates': [-122.290913, 47.627532]}",F260019545
247,1400 S Lane St,Aid Response,2026-02-10T19:48:00.000,47.596654,-122.314056,"{'type': 'Point', 'coordinates': [-122.314056, 47.596654]}",F260019544
248,8045 31st Ave Nw,Aid Response,2026-02-10T19:46:00.000,47.687065,-122.397019,"{'type': 'Point', 'coordinates': [-122.397019, 47.687065]}",F260019542
249,2476 Westlake Ave N,Aid Response,2026-02-10T19:44:00.000,47.64164,-122.342967,"{'type': 'Point', 'coordinates': [-122.342967, 47.64164]}",F260019540
250,4004 Beach Dr Sw,Medic Response,2026-02-10T19:41:00.000,47.568528,-122.409156,"{'type': 'Point', 'coordinates': [-122.409156, 47.568528]}",F260019539
251,426 11th Ave E,Engine Code Red,2026-02-10T19:39:00.000,47.622264,-122.317818,"{'type': 'Point', 'coordinates': [-122.317818, 47.622264]}",F260019535
252,Aurora Ave N / Roy St,Rubbish Fire,2026-02-10T19:35:00.000,47.625408,-122.343517,"{'type': 'Point', 'coordinates': [-122.343517, 47.625408]}",F260019532
253,1521 2nd Ave,Medic Response,2026-02-10T19:33:00.000,47.609488,-122.339089,"{'type': 'Point', 'coordinates': [-122.339089, 47.609488]}",F260019528
254,1st Ave Ne / Ne 85th St,Aid Response,2026-02-10T19:31:00.000,47.69044,-122.328388,"{'type': 'Point', 'coordinates': [-122.328388, 47.69044]}",F260019529
255,2001 Nob Hill Ave N,Automatic Fire Alarm Resd,2026-02-10T19:30:00.000,47.636559,-122.350741,"{'type': 'Point', 'coordinates': [-122.350741, 47.636559]}",F260019527
256,3023 S Holly Pl,Aid Response,2026-02-10T19:28:00.000,47.541881,-122.293362,"{'type': 'Point', 'coordinates': [-122.293362, 47.541881]}",F260019525
257,14027 Lake City Way Ne,Aid Response,2026-02-10T19:22:00.000,47.730274,-122.292316,"{'type': 'Point', 'coordinates': [-122.292316, 47.730274]}",F260019523
258,401 S Jackson St,Aid Response,2026-02-10T19:18:00.000,47.599197,-122.328955,"{'type': 'Point', 'coordinates': [-122.328955, 47.599197]}",F260019522
259,901 Pine St,Aid Response,2026-02-10T19:15:00.000,47.613533,-122.332031,"{'type': 'Point', 'coordinates': [-122.332031, 47.613533]}",F260019521
260,500 Wall St,Auto Fire Alarm,2026-02-10T19:13:00.000,47.617356,-122.345312,"{'type': 'Point', 'coordinates': [-122.345312, 47.617356]}",F260019520
261,801 Lakeside Ave S,Aid Response,2026-02-10T19:09:00.000,47.595722,-122.28777,"{'type': 'Point', 'coordinates': [-122.28777, 47.595722]}",F260019519
262,11050 8th Ave Ne,Aid Response,2026-02-10T19:05:00.000,47.708936,-122.320569,"{'type': 'Point', 'coordinates': [-122.320569, 47.708936]}",F260019516
263,Ne 40th St / Eastlake Ave Ne,Aid Response,2026-02-10T18:56:00.000,47.655471,-122.318266,"{'type': 'Point', 'coordinates': [-122.318266, 47.655471]}",F260019514
264,2024 3rd Ave,Aid Response,2026-02-10T18:56:00.000,47.612578,-122.341197,"{'type': 'Point', 'coordinates': [-122.341197, 47.612578]}",F260019513
265,1307 E Spring St,Auto Fire Alarm,2026-02-10T18:52:00.000,47.611557,-122.31534,"{'type': 'Point', 'coordinates': [-122.31534, 47.611557]}",F260019511
266,6300 9th Ave Ne,Rescue Elevator,2026-02-10T18:42:00.000,47.674163,-122.318705,"{'type': 'Point', 'coordinates': [-122.318705, 47.674163]}",F260019509
267,800 S Weller St,Aid Response,2026-02-10T18:35:00.000,47.597509,-122.322452,"{'type': 'Point', 'coordinates': [-122.322452, 47.597509]}",F260019508
268,14100 Linden Ave N,Aid Response,2026-02-10T18:35:00.000,47.73104,-122.347764,"{'type': 'Point', 'coordinates': [-122.347764, 47.73104]}",F260019507
269,7100 California Ave Sw,Aid Response,2026-02-10T18:32:00.000,47.539923,-122.387266,"{'type': 'Point', 'coordinates': [-122.387266, 47.539923]}",F260019506
270,925 Nw 122nd St,Aid Response,2026-02-10T18:31:00.000,47.717857,-122.368143,"{'type': 'Point', 'coordinates': [-122.368143, 47.717857]}",F260019505
271,2527 S Brandon Ct,Aid Response,2026-02-10T18:28:00.000,47.553018,-122.300039,"{'type': 'Point', 'coordinates': [-122.300039, 47.553018]}",F260019504
272,1707 3rd Ave N,Automatic Medical Alarm,2026-02-10T18:24:00.000,47.634063,-122.351986,"{'type': 'Point', 'coordinates': [-122.351986, 47.634063]}",F260019503
273,500 Wall St,Rescue Elevator,2026-02-10T18:16:00.000,47.617356,-122.345312,"{'type': 'Point', 'coordinates': [-122.345312, 47.617356]}",F260019500
274,1711 Evergreen Pl,Automatic Fire Alarm Resd,2026-02-10T18:06:00.000,47.616572,-122.282651,"{'type': 'Point', 'coordinates': [-122.282651, 47.616572]}",F260019498
275,4755 Fauntleroy Way Sw,Aid Response Yellow,2026-02-10T18:02:00.000,47.560074,-122.381457,"{'type': 'Point', 'coordinates': [-122.381457, 47.560074]}",F260019495
276,12th Ave S / S Jackson St,Aid Response,2026-02-10T17:51:00.000,47.599187,-122.317225,"{'type': 'Point', 'coordinates': [-122.317225, 47.599187]}",F260019492
277,3116 Ne 130th St,Aid Response,2026-02-10T17:51:00.000,47.722899,-122.294369,"{'type': 'Point', 'coordinates': [-122.294369, 47.722899]}",F260019491
278,1610 S Grand St,Aid Response,2026-02-10T17:51:00.000,47.586927,-122.312244,"{'type': 'Point', 'coordinates': [-122.312244, 47.586927]}",F260019490
279,2200 Western Ave,Auto Fire Alarm,2026-02-10T17:50:00.000,47.611942,-122.346072,"{'type': 'Point', 'coordinates': [-122.346072, 47.611942]}",F260019489
280,8th Ave Nw / Nw 45th St,Illegal Burn,2026-02-10T17:44:00.000,47.661461,-122.366174,"{'type': 'Point', 'coordinates': [-122.366174, 47.661461]}",F260019487
281,14th Ave S / S Jackson St,Aid Response,2026-02-10T17:39:00.000,47.59921,-122.314137,"{'type': 'Point', 'coordinates': [-122.314137, 47.59921]}",F260019485
282,2119 3rd Ave,Aid Response,2026-02-10T17:37:00.000,47.613308,-122.342432,"{'type': 'Point', 'coordinates': [-122.342432, 47.613308]}",F260019483
283,2200 Westlake Ave,Auto Fire Alarm,2026-02-10T17:36:00.000,47.617752,-122.338344,"{'type': 'Point', 'coordinates': [-122.338344, 47.617752]}",F260019482
284,12323 10th Pl Ne,Aid Response,2026-02-10T17:29:00.000,47.717882,-122.316802,"{'type': 'Point', 'coordinates': [-122.316802, 47.717882]}",F260019479
285,Martin Luther King Jr Way S / S Washington St,Aid Response,2026-02-10T17:26:00.000,47.600864,-122.296936,"{'type': 'Point', 'coordinates': [-122.296936, 47.600864]}",F260019478
286,2505 E Yesler Way,Low Acuity Response,2026-02-10T17:19:00.000,47.601663,-122.299917,"{'type': 'Point', 'coordinates': [-122.299917, 47.601663]}",F260019476
287,EASTLAKE AVE E / E HAMLIN ST,Aid Response,2026-02-10T17:09:00.000,47.645624,-122.325879,"{'type': 'Point', 'coordinates': [-122.325879, 47.645624]}",F260019470
288,2150 N 107th St,Aid Response,2026-02-10T17:05:00.000,47.70684,-122.332461,"{'type': 'Point', 'coordinates': [-122.332461, 47.70684]}",F260019469
289,415 10th Ave,Aid Response,2026-02-10T17:04:00.000,47.605346,-122.319413,"{'type': 'Point', 'coordinates': [-122.319413, 47.605346]}",F260019467
